"","playDispNm","blkPerGame","trbPerGame","stlPerGame","toPerGame","astPerGame","ptsPerGame","teamWins","mvpScore"
"25","Khris Middleton",0.25,5.15789473684211,1.43421052631579,2.32894736842105,3.96052631578947,20.2894736842105,41,63.5434210526316
"26","Ben Simmons",0.824324324324324,8.05405405405405,1.7027027027027,3.44594594594595,8.06756756756757,15.7702702702703,44,63.0810810810811
"27","Jrue Holiday",0.76,4.50666666666667,1.37333333333333,2.68,5.85333333333333,19.0933333333333,42,63.02
"28","Kyle Lowry",0.197183098591549,5.63380281690141,1.12676056338028,2.29577464788732,6.84507042253521,16.6056338028169,53,62.9929577464789
"29","Devin Booker",0.259259259259259,4.51851851851852,0.87037037037037,3.59259259259259,4.68518518518519,24.9259259259259,16,62.7425925925926
"30","Andre Drummond",1.68493150684932,16.013698630137,1.53424657534247,2.61643835616438,3.08219178082192,14.958904109589,34,61.9041095890411
"31","Klay Thompson",0.515151515151515,3.84848484848485,0.712121212121212,1.71212121212121,2.66666666666667,19.6969696969697,51,61.8409090909091
"32","Kristaps Porziņģis",2.39583333333333,6.58333333333333,0.75,1.9375,1.1875,22.6666666666667,22,61.7375
"33","Donovan Mitchell",0.356164383561644,3.61643835616438,1.49315068493151,2.73972602739726,3.64383561643836,20.3150684931507,41,61.4219178082192
"34","Clint Capela",1.88405797101449,10.9130434782609,0.753623188405797,1.46376811594203,0.971014492753623,13.9565217391304,59,59.5521739130435
"35","John Wall",1.13513513513514,3.51351351351351,1.32432432432432,3.62162162162162,9.27027027027027,19.3513513513514,21,59.4756756756757
